EmployeeId,STOCKNO,Vehicle,StationName,WorkingTime
127,28937,2019 Toyota Sienna,Van Hoist #3,835
130,28709,2021 Chrysler Pacifica,Carpet,172
132,29053,2022 Chrysler Pacifica,Bumpers,90
161,28735,2019 Toyota Sienna,Interiors,283
136,29189,2022 Kia Soul,Tank and Exhaust,430
138,28944,2020 Chrysler Voyager,Strip,38
141,28716,2021 Chrysler Voyager,Test Drive,17
160,29041,2023 Chevrolet Traverse,Tank and Exhaust,429
163,29149,2021 Chrysler Pacifica,Alignment,73
137,28708,2018 Toyota Sienna,Strip,39
138,28767,2020 Kia Soul,Strip,39
117,29033,2023 Chevrolet Traverse,Carpet,172
118,28923,2018 Toyota Sienna,Shipping Lane,15
117,28772,2022 Kia Telluride,Carpet,171
132,29082,2023 Chevrolet Traverse,Bumpers,90
140,28713,2021 Chrysler Pacifica,SUV Hoist #3,815
118,29015,2022 Toyota Sienna,Shipping Lane,15
141,28763,2022 Chevrolet Traverse,Test Drive,17
163,28832,2022 Chevrolet Traverse,Alignment,74
143,28872,2023 Buick Enclave,Interiors,283
116,28791,2015 Toyota Sienna,Strip,39
143,28712,2021 Chrysler Voyager,Interiors,282
136,29126,2022 Kia Soul,Tank and Exhaust,428
118,29066,2022 Chrysler Pacifica,Shipping Lane,15
163,28881,2023 Chevrolet Traverse,Alignment,74
117,29024,2021 Kia Sorento,Carpet,171
117,28792,2020 Chrysler Voyager,Carpet,170
143,29300,2020 Chrysler Voyager,Interiors,280
118,29084,2023 Chevrolet Traverse,Shipping Lane,15
164,29111,2022 Kia Soul,Strip,39
132,29137,2018 Toyota Sienna,Bumpers,90
141,28806,2022 Kia Telluride,Test Drive,17
143,28795,2020 Kia Telluride,Interiors,279
152,28744,2023 Chevrolet Traverse,Tank and Exhaust,423
140,29208,2021 Chrysler Voyager,SUV Hoist #1,760
160,28870,2023 Buick Enclave,Tank and Exhaust,422
163,29106,2022 Toyota Sienna,Alignment,74
117,28802,2021 Chrysler Voyager,Carpet,170
118,29091,2023 Toyota Sienna,Shipping Lane,15
126,29200,2020 Chrysler Pacifica,SUV Hoist #5,825
130,28933,2018 Toyota Sienna,Carpet,170
132,29221,2023 Chevrolet Traverse,Bumpers,90
164,29201,2023 Chevrolet Traverse,Strip,39
138,28843,2023 Buick Enclave,Strip,41
141,28810,2021 Chrysler Voyager,Test Drive,17
143,28865,2023 Buick Enclave,Interiors,279
152,28910,2022 Chrysler Voyager,Tank and Exhaust,418
163,28796,2021 Chevrolet Traverse,Alignment,75
116,28882,2022 Kia Soul,Strip,41
130,28772,2022 Kia Telluride,Carpet,169
143,28666,2022 Kia Sorento,Interiors,278
130,28802,2021 Chrysler Voyager,Carpet,169
132,29250,2022 Toyota Sienna,Bumpers,90
143,28837,2022 Kia Telluride,Interiors,278
134,28849,2022 Toyota Sienna,Van Hoist #1,876
160,28868,2023 Buick Enclave,Tank and Exhaust,417
164,29072,2023 Toyota Sienna,Strip,41
141,28840,2021 Chrysler Voyager,Test Drive,17
143,28834,2022 Chevrolet Traverse,Interiors,277
118,29187,2022 Chrysler Pacifica,Shipping Lane,15
163,28507,2021 Buick Enclave,Alignment,76
164,29215,2022 Chrysler Pacifica,Strip,41
117,28936,2020 Toyota Sienna,Carpet,169
118,28154,2019 Kia Sorento,Shipping Lane,16
162,28870,2023 Buick Enclave,Test Drive,17
130,28999,2023 Chevrolet Traverse,Carpet,168
132,28972,2020 Toyota Sienna,Bumpers,91
138,28698,2021 Kia Soul,Strip,42
140,28840,2021 Chrysler Voyager,SUV Hoist #3,815
141,28891,2022 Chrysler Pacifica,Test Drive,17
132,29003,2023 Chevrolet Traverse,Interiors,274
116,28708,2018 Toyota Sienna,Strip,42
136,28986,2023 Toyota Sienna,Tank and Exhaust,416
163,28594,2021 Chevrolet Traverse,Alignment,76
116,28723,2020 Toyota Sienna,Strip,42
116,28819,2022 Toyota Sienna,Strip,42
141,28898,2022 Kia Sorento,Test Drive,17
126,29382,2022 Chrysler Pacifica,SUV Hoist #5,827
117,28806,2022 Kia Telluride,Carpet,166
141,28376,2022 Toyota Sienna,Shipping Lane,16
137,28819,2022 Toyota Sienna,Strip,42
132,28975,2020 Toyota Sienna,Bumpers,91
163,28608,2021 Kia Telluride,Alignment,76
136,28777,2020 Toyota Sienna,Tank and Exhaust,411
161,29074,2019 Toyota Sienna,Interiors,274
160,28931,2023 Buick Enclave,Tank and Exhaust,410
163,28837,2022 Kia Telluride,Alignment,76
117,29092,2023 Toyota Sienna,Carpet,166
141,28440,2021 Buick Enclave,Shipping Lane,16
141,28945,2022 Toyota Sienna,Test Drive,17
117,29326,2019 Toyota Sienna,Carpet,166
143,29205,2022 Chrysler Pacifica,Interiors,274
138,28947,2016 Toyota Sienna,Strip,42
132,29076,2023 Buick Enclave,Bumpers,91
140,28877,2022 Chrysler Voyager,SUV Hoist #3,852
143,29020,2021 Chrysler Voyager,Interiors,273
160,28909,2022 Chrysler Voyager,Tank and Exhaust,409
164,29043,2023 Chevrolet Traverse,Strip,42
163,28886,2023 Chevrolet Traverse,Alignment,76
137,28723,2020 Toyota Sienna,Strip,43
127,28883,2020 Toyota Sienna,Van Hoist #3,860
132,29153,2020 Chrysler Voyager,Bumpers,91
156,28778,2020 Chevrolet Traverse,Interiors,271
160,28765,2022 Chevrolet Traverse,Tank and Exhaust,405
164,28761,2022 Chrysler Pacifica,Strip,43
118,28947,2016 Toyota Sienna,Test Drive,17
143,29252,2022 Chevrolet Traverse,Interiors,271
163,29167,2020 Chrysler Voyager,Alignment,76
164,28780,2022 Toyota Sienna,Strip,43
137,28681,2020 Toyota Sienna,Strip,44
130,28806,2022 Kia Telluride,Carpet,165
118,28583,2022 Chevrolet Traverse,Shipping Lane,16
128,28726,2020 Toyota Sienna,Van Hoist #5,664
117,29090,2022 Toyota Sienna,Carpet,165
139,28666,2022 Kia Sorento,Bumpers,92
161,28677,2022 Chevrolet Traverse,Interiors,270
160,28702,2022 Chrysler Pacifica,Tank and Exhaust,404
116,28838,2023 Chevrolet Traverse,Strip,44
118,28956,2021 Chevrolet Traverse,Test Drive,17
143,28772,2022 Kia Telluride,Interiors,270
135,28684,2021 Chrysler Voyager,Alignment,77
164,28871,2023 Buick Enclave,Strip,44
130,28892,2022 Toyota Sienna,Carpet,164
118,28604,2020 Toyota Sienna,Shipping Lane,16
130,28955,2020 Chevrolet Traverse,Carpet,163
141,28632,2020 Toyota Sienna,Shipping Lane,16
164,29168,2021 Toyota Sienna,Strip,44
116,28726,2020 Toyota Sienna,Strip,45
139,28811,2021 Chrysler Voyager,Bumpers,92
140,28802,2021 Chrysler Voyager,SUV Hoist #3,854
146,28985,2020 Toyota Sienna,Test Drive,17
143,29087,2022 Kia Sorento,Interiors,269
160,28799,2022 Chevrolet Traverse,Tank and Exhaust,404
135,28665,2022 Kia Sorento,Alignment,78
116,28732,2020 Toyota Sienna,Strip,46
117,29005,2023 Chevrolet Traverse,Carpet,163
141,28634,2022 Kia Soul,Shipping Lane,16
132,29094,2023 Chevrolet Traverse,Bumpers,93
134,28874,2022 Toyota Sienna,Van Hoist #1,876
136,29091,2023 Toyota Sienna,Tank and Exhaust,399
164,28767,2020 Kia Soul,Strip,46
141,28996,2022 Chrysler Voyager,Test Drive,17
160,28727,2022 Chevrolet Traverse,Tank and Exhaust,398
143,29210,2021 Chrysler Voyager,Interiors,269
163,28984,2022 Chevrolet Traverse,Alignment,78
138,28790,2021 Chrysler Voyager,Strip,46
117,28850,2020 Toyota Sienna,Carpet,161
118,28755,2021 Chrysler Voyager,Shipping Lane,16
118,29000,2023 Chevrolet Traverse,Test Drive,17
117,28981,2020 Toyota Sienna,Carpet,161
132,29204,2022 Chrysler Pacifica,Bumpers,93
161,28708,2018 Toyota Sienna,Interiors,268
134,29067,2021 Toyota Sienna,Van Hoist #1,874
136,29098,2020 Toyota Sienna,Tank and Exhaust,395
137,28812,2021 Chrysler Voyager,Strip,46
164,28873,2023 Buick Enclave,Strip,46
141,29033,2023 Chevrolet Traverse,Test Drive,17
143,28891,2022 Chrysler Pacifica,Interiors,268
163,29047,2023 Buick Enclave,Alignment,78
117,28994,2022 Chrysler Voyager,Carpet,161
143,29273,2022 Toyota Sienna,Interiors,268
143,28730,2022 Chevrolet Traverse,Interiors,267
127,28977,2020 Toyota Sienna,Van Hoist #3,888
117,29135,2023 Kia Telluride,Carpet,161
132,28754,2021 Toyota Sienna,Bumpers,94
161,28762,2021 Chrysler Voyager,Interiors,267
141,28832,2022 Chevrolet Traverse,Shipping Lane,16
152,28762,2021 Chrysler Voyager,Tank and Exhaust,393
141,29066,2022 Chrysler Pacifica,Test Drive,17
164,29134,2023 Chevrolet Traverse,Strip,46
142,29198,2022 Toyota Sienna,Alignment,78
138,28876,2023 Kia Soul,Strip,47
117,29136,2019 Toyota Sienna,Carpet,161
118,28853,2022 Toyota Sienna,Shipping Lane,16
161,28821,2020 Chrysler Voyager,Interiors,266
132,28854,2022 Toyota Sienna,Bumpers,94
164,28876,2023 Kia Soul,Strip,47
140,28751,2021 Chrysler Voyager,SUV Hoist #3,858
141,28214,2021 Kia Sorento,Test Drive,18
136,29106,2022 Toyota Sienna,Tank and Exhaust,393
143,28727,2022 Chevrolet Traverse,Interiors,262
142,28774,2022 Toyota Sienna,Alignment,79
164,29057,2020 Kia Telluride,Strip,47
137,28687,2020 Toyota Sienna,Strip,48
117,29106,2022 Toyota Sienna,Carpet,160
132,28965,2022 Chrysler Pacifica,Bumpers,94
117,29300,2020 Chrysler Voyager,Interiors,262
134,29091,2023 Toyota Sienna,Van Hoist #1,872
116,28860,2020 Chrysler Voyager,Strip,48
141,28573,2021 Buick Enclave,Test Drive,18
163,28897,2022 Toyota Sienna,Alignment,79
164,29194,2020 Toyota Sienna,Strip,48
117,28827,2020 Toyota Sienna,Carpet,159
118,28854,2022 Toyota Sienna,Shipping Lane,16
117,29142,2022 Kia Sorento,Carpet,159
132,28999,2023 Chevrolet Traverse,Bumpers,94
143,29046,2023 Buick Enclave,Interiors,261
134,29136,2019 Toyota Sienna,Van Hoist #1,872
152,28894,2021 Chrysler Voyager,Tank and Exhaust,391
141,28665,2022 Kia Sorento,Test Drive,18
141,28679,2021 Chrysler Voyager,Test Drive,18
143,28799,2022 Chevrolet Traverse,Interiors,260
163,28934,2020 Toyota Sienna,Alignment,79
164,28774,2022 Toyota Sienna,Strip,49
117,28810,2021 Chrysler Voyager,Carpet,158
118,28860,2020 Chrysler Voyager,Shipping Lane,16
161,28853,2022 Toyota Sienna,Interiors,260
143,28863,2023 Buick Enclave,Interiors,259
132,29080,2023 Chevrolet Traverse,Bumpers,94
164,29147,2021 Toyota Sienna,Strip,49
137,28691,2020 Toyota Sienna,Strip,50
140,28719,2021 Chrysler Voyager,SUV Hoist #3,862
118,28921,2022 Toyota Sienna,Shipping Lane,16
141,28726,2020 Toyota Sienna,Test Drive,18
136,28936,2020 Toyota Sienna,Tank and Exhaust,391
163,28935,2020 Chrysler Pacifica,Alignment,79
130,29037,2023 Chevrolet Traverse,Carpet,158
118,28960,2022 Chrysler Pacifica,Shipping Lane,16
132,28613,2019 Toyota Sienna,Bumpers,95
160,28747,2022 Chevrolet Traverse,Tank and Exhaust,388
141,28735,2019 Toyota Sienna,Test Drive,18
155,29161,2023 Chevrolet Traverse,SUV Hoist #4,786
130,28964,2022 Chrysler Pacifica,Interiors,259
142,28714,2021 Chrysler Voyager,Alignment,80
117,29201,2023 Chevrolet Traverse,Carpet,158
118,27962,2019 Chrysler Pacifica,Shipping Lane,17
128,28725,2019 Toyota Sienna,Van Hoist #5,673
132,29013,2020 Toyota Sienna,Bumpers,95
143,29145,2020 Chrysler Pacifica,Interiors,259
118,28484,2020 Chrysler Pacifica,Shipping Lane,17
136,29141,2020 Toyota Sienna,Tank and Exhaust,385
141,28742,2022 Toyota Sienna,Test Drive,18
123,28630,2020 Kia Soul,Interiors,258
163,28834,2022 Chevrolet Traverse,Alignment,80
116,28769,2020 Chevrolet Traverse,Strip,50
130,28920,2022 Toyota Sienna,Carpet,157
118,28569,2020 Kia Soul,Shipping Lane,17
129,28982,2022 Chevrolet Traverse,SUV Hoist #6,982
117,28949,2023 Hyundai Palisade,Carpet,157
143,28829,2022 Chevrolet Traverse,Interiors,258
132,28594,2021 Chevrolet Traverse,Bumpers,96
141,28765,2022 Chevrolet Traverse,Test Drive,18
143,29134,2023 Chevrolet Traverse,Interiors,258
136,29170,2023 Toyota Sienna,Tank and Exhaust,385
163,28891,2022 Chrysler Pacifica,Alignment,80
137,28831,2023 Buick Enclave,Strip,50
117,28952,2021 Chrysler Voyager,Carpet,157
117,29084,2023 Chevrolet Traverse,Carpet,157
132,28825,2021 Chrysler Voyager,Bumpers,96
164,28838,2023 Chevrolet Traverse,Strip,50
138,28885,2023 Chevrolet Traverse,Strip,50
141,28821,2020 Chrysler Voyager,Test Drive,18
143,29143,2022 Kia Sorento,Interiors,258
155,28829,2022 Chevrolet Traverse,SUV Hoist #4,787
160,29017,2020 Chrysler Voyager,Tank and Exhaust,380
163,28986,2023 Toyota Sienna,Alignment,81
137,28817,2021 Chrysler Voyager,Strip,51
117,29104,2021 Kia Soul,Carpet,157
129,28831,2023 Buick Enclave,SUV Hoist #6,988
118,28630,2020 Kia Soul,Shipping Lane,17
132,28974,2022 Toyota Sienna,Bumpers,96
141,28835,2020 Chrysler Pacifica,Test Drive,18
161,29154,2020 Toyota Sienna,Interiors,258
136,28809,2022 Toyota Sienna,Tank and Exhaust,378
163,29170,2023 Toyota Sienna,Alignment,81
151,28730,2022 Chevrolet Traverse,Strip,52
117,29313,2023 Kia Soul,Carpet,157
118,28668,2021 Chevrolet Traverse,Shipping Lane,17
129,28865,2023 Buick Enclave,SUV Hoist #6,1004
130,28810,2021 Chrysler Voyager,Carpet,156
164,29155,2020 Toyota Sienna,Strip,52
116,28793,2021 Chrysler Voyager,Strip,53
132,29045,2023 Buick Enclave,Bumpers,96
141,28916,2022 Chevrolet Traverse,Test Drive,18
143,28733,2020 Chrysler Pacifica,Interiors,256
160,29048,2023 Hyundai Palisade,Tank and Exhaust,378
142,28761,2022 Chrysler Pacifica,Alignment,82
138,28838,2023 Chevrolet Traverse,Wiring,218
135,29086,2023 Chevrolet Traverse,Wiring,218
117,29194,2020 Toyota Sienna,Carpet,156
118,28688,2021 Kia Soul,Shipping Lane,17
129,28775,2022 Chevrolet Traverse,SUV Hoist #6,1011
117,28826,2022 Toyota Sienna,Carpet,155
161,28809,2022 Toyota Sienna,Interiors,256
116,28831,2023 Buick Enclave,Wiring,217
138,28845,2023 Buick Enclave,Wiring,217
132,29074,2019 Toyota Sienna,Bumpers,96
141,28730,2022 Chevrolet Traverse,Shipping Lane,17
141,28920,2022 Toyota Sienna,Test Drive,18
143,28913,2022 Chevrolet Traverse,Interiors,256
143,29149,2021 Chrysler Pacifica,Interiors,256
136,29067,2021 Toyota Sienna,Tank and Exhaust,378
163,28879,2022 Toyota Sienna,Alignment,82
116,28856,2020 Toyota Sienna,Strip,53
181,29179,2023 Chevrolet Traverse,Wiring,217
116,28861,2020 Chrysler Voyager,Strip,53
137,28775,2022 Chevrolet Traverse,Wiring,216
130,28850,2020 Toyota Sienna,Carpet,155
143,28744,2023 Chevrolet Traverse,Interiors,255
116,28903,2019 Toyota Sienna,Strip,53
138,28966,2023 Toyota Sienna,Wiring,216
132,29231,2023 Chevrolet Traverse,Bumpers,96
141,28975,2020 Toyota Sienna,Test Drive,18
143,28964,2022 Chrysler Pacifica,Interiors,255
155,28931,2023 Buick Enclave,SUV Hoist #4,801
136,29269,2020 Toyota Sienna,Tank and Exhaust,378
135,28722,2022 Kia Soul,Alignment,83
164,28801,2023 Kia Soul,Wiring,212
164,28903,2019 Toyota Sienna,Strip,53
135,29197,2022 Toyota Sienna,Wiring,212
117,28922,2022 Toyota Sienna,Carpet,155
130,29034,2023 Chevrolet Traverse,Carpet,155
132,29313,2023 Kia Soul,Bumpers,96
156,29212,2022 Chrysler Pacifica,Interiors,255
164,28930,2023 Buick Enclave,Strip,53
141,29003,2023 Chevrolet Traverse,Test Drive,18
130,28931,2023 Buick Enclave,Interiors,254
160,28719,2021 Chrysler Voyager,Tank and Exhaust,376
163,29037,2023 Chevrolet Traverse,Alignment,83
168,29268,2017 Toyota Sienna,SUV Hoist #2,739
141,28751,2021 Chrysler Voyager,Shipping Lane,17
162,29033,2023 Chevrolet Traverse,Test Drive,18
164,29355,2020 Kia Soul,Strip,53
164,28858,2022 Chevrolet Traverse,Wiring,210
117,29095,2023 Toyota Sienna,Carpet,155
130,28422,2018 Volkswagen Atlas,Interiors,253
164,28924,2020 Toyota Sienna,Strip,54
164,29121,2023 Kia Soul,Strip,54
181,29170,2023 Toyota Sienna,Wiring,210
132,28691,2020 Toyota Sienna,Bumpers,97
141,29094,2023 Chevrolet Traverse,Test Drive,18
143,28915,2022 Chevrolet Traverse,Interiors,253
140,28963,2022 Chrysler Pacifica,SUV Hoist #1,787
156,28871,2023 Buick Enclave,Hydraulics,248
152,28733,2020 Chrysler Pacifica,Tank and Exhaust,371
163,29131,2023 Buick Enclave,Alignment,83
116,28731,2022 Chevrolet Traverse,Strip,55
135,29262,2022 Chrysler Pacifica,Wiring,210
116,28733,2020 Chrysler Pacifica,Strip,55
130,28643,2020 Toyota Sienna,Carpet,154
118,28779,2022 Toyota Sienna,Shipping Lane,17
130,29083,2023 Chevrolet Traverse,Carpet,154
143,29160,2022 Chevrolet Traverse,Interiors,253
139,28791,2015 Toyota Sienna,Bumpers,98
116,28817,2021 Chrysler Voyager,Strip,55
140,28741,2021 Chrysler Voyager,SUV Hoist #3,888
141,28554,2019 Toyota Sienna,Test Drive,19
143,29153,2020 Chrysler Voyager,Interiors,252
152,28776,2022 Kia Telluride,Tank and Exhaust,371
156,29213,2022 Chrysler Pacifica,Hydraulics,246
163,29172,2020 Toyota Sienna,Alignment,83
116,28834,2022 Chevrolet Traverse,Strip,55
164,28868,2023 Buick Enclave,Strip,55
117,28643,2020 Toyota Sienna,Carpet,153
118,28824,2022 Toyota Sienna,Shipping Lane,17
117,28681,2020 Toyota Sienna,Carpet,153
161,28696,2018 Toyota Sienna,Interiors,251
118,28898,2022 Kia Sorento,Shipping Lane,17
164,29046,2023 Buick Enclave,Strip,55
164,29170,2023 Toyota Sienna,Strip,55
164,28874,2022 Toyota Sienna,Wiring,209
139,28858,2022 Chevrolet Traverse,Bumpers,98
141,28563,2021 Kia Soul,Test Drive,19
132,28919,2022 Chevrolet Traverse,Interiors,251
152,28980,2021 Chrysler Voyager,Tank and Exhaust,371
155,29166,2023 Buick Enclave,SUV Hoist #4,801
163,28696,2018 Toyota Sienna,Alignment,84
164,29190,2023 Toyota Sienna,Strip,55
135,29293,2023 Chevrolet Traverse,Wiring,209
164,29213,2022 Chrysler Pacifica,Strip,55
135,29182,2023 Chevrolet Traverse,Wiring,206
117,28746,2022 Chevrolet Traverse,Carpet,153
118,28910,2022 Chrysler Voyager,Shipping Lane,17
117,28914,2022 Chevrolet Traverse,Carpet,153
132,28872,2023 Buick Enclave,Bumpers,98
136,29103,2022 Toyota Sienna,Tank and Exhaust,371
181,29295,2023 Chevrolet Traverse,Wiring,206
140,28861,2020 Chrysler Voyager,SUV Hoist #3,902
141,28571,2020 Kia Soul,Test Drive,19
143,28929,2023 Buick Enclave,Interiors,248
120,29203,2021 Toyota Sienna,Hydraulics,245
160,28769,2020 Chevrolet Traverse,Tank and Exhaust,370
120,28902,2020 Toyota Sienna,Hydraulics,244
163,28830,2022 Chevrolet Traverse,Alignment,84
118,25387,2018 Chevrolet Traverse,Shipping Lane,18
118,27771,2020 Kia Telluride,Shipping Lane,18
130,29066,2022 Chrysler Pacifica,Carpet,152
117,28422,2018 Volkswagen Atlas,Carpet,151
143,29005,2023 Chevrolet Traverse,Interiors,248
137,28816,2020 Toyota Sienna,Strip,56
132,29005,2023 Chevrolet Traverse,Bumpers,98
140,28812,2021 Chrysler Voyager,SUV Hoist #3,933
141,28626,2022 Hyundai Palisade,Test Drive,19
143,29042,2023 Chevrolet Traverse,Interiors,248
160,29070,2023 Chevrolet Traverse,Tank and Exhaust,370
156,28919,2022 Chevrolet Traverse,Hydraulics,244
160,29135,2023 Kia Telluride,Tank and Exhaust,368
135,28653,2021 Chevrolet Traverse,Alignment,85
130,28862,2023 Buick Enclave,Carpet,151
141,28698,2021 Kia Soul,Test Drive,19
117,28904,2022 Toyota Sienna,Carpet,151
143,28728,2022 Chevrolet Traverse,Interiors,247
132,29096,2015 Toyota Sienna,Bumpers,98
138,28821,2020 Chrysler Voyager,Strip,56
164,28971,2023 Toyota Sienna,Wiring,205
143,28994,2022 Chrysler Voyager,Interiors,247
152,28858,2022 Chevrolet Traverse,Tank and Exhaust,364
120,29250,2022 Toyota Sienna,Hydraulics,244
152,28755,2021 Chrysler Voyager,Tank and Exhaust,363
163,28762,2021 Chrysler Voyager,Alignment,85
168,29094,2023 Chevrolet Traverse,SUV Hoist #2,773
141,28065,2019 Kia Sorento,Shipping Lane,18
141,28733,2020 Chrysler Pacifica,Test Drive,19
129,28929,2023 Buick Enclave,SUV Hoist #6,1027
117,28977,2020 Toyota Sienna,Carpet,151
132,29252,2022 Chevrolet Traverse,Bumpers,98
181,29184,2023 Chevrolet Traverse,Wiring,205
141,28737,2020 Chevrolet Traverse,Test Drive,19
161,29088,2023 Kia Soul,Interiors,245
120,28674,2020 Kia Soul,Interiors,244
152,28842,2022 Kia Telluride,Tank and Exhaust,362
163,28912,2020 Toyota Sienna,Alignment,85
164,29243,2023 Chevrolet Traverse,Strip,56
138,28686,2021 Kia Soul,Strip,57
117,29344,2023 Kia Soul,Carpet,151
117,28732,2020 Toyota Sienna,Carpet,150
161,28725,2019 Toyota Sienna,Interiors,244
117,29150,2021 Chrysler Pacifica,Interiors,244
137,28741,2021 Chrysler Voyager,Strip,57
164,28867,2022 Toyota Sienna,Wiring,204
139,28758,2021 Chrysler Voyager,Bumpers,99
141,28755,2021 Chrysler Voyager,Test Drive,19
123,28706,2020 Toyota Sienna,Interiors,243
155,28796,2021 Chevrolet Traverse,SUV Hoist #4,813
120,28854,2022 Toyota Sienna,Hydraulics,242
136,29054,2023 Kia Soul,Tank and Exhaust,361
163,28924,2020 Toyota Sienna,Alignment,85
164,28877,2022 Chrysler Voyager,Strip,57
135,29121,2023 Kia Soul,Wiring,203
164,29102,2019 Toyota Sienna,Strip,57
135,28928,2023 Buick Enclave,Wiring,202
129,29085,2023 Chevrolet Traverse,SUV Hoist #6,1028
130,28843,2023 Buick Enclave,Carpet,150
132,28788,2022 Buick Enclave,Bumpers,99
181,29385,2021 Chrysler Pacifica,Wiring,202
141,28769,2020 Chevrolet Traverse,Test Drive,19
143,28798,2022 Chevrolet Traverse,Interiors,243
156,28832,2022 Chevrolet Traverse,Hydraulics,241
136,29325,2020 Toyota Sienna,Tank and Exhaust,361
135,28741,2021 Chrysler Voyager,Alignment,86
116,28688,2021 Kia Soul,Strip,58
135,29179,2023 Chevrolet Traverse,Wiring,201
117,28880,2021 Chrysler Voyager,Carpet,150
156,28877,2022 Chrysler Voyager,Hydraulics,237
117,29335,2022 Hyundai Palisade,Carpet,150
132,28819,2022 Toyota Sienna,Bumpers,99
134,28822,2022 Toyota Sienna,Van Hoist #1,866
160,28778,2020 Chevrolet Traverse,Tank and Exhaust,355
138,28801,2023 Kia Soul,Strip,58
141,28830,2022 Chevrolet Traverse,Test Drive,19
143,28900,2021 Chrysler Voyager,Interiors,243
163,28849,2022 Toyota Sienna,Alignment,86
116,28816,2020 Toyota Sienna,Strip,58
181,29234,2023 Buick Enclave,Wiring,201
164,29104,2021 Kia Soul,Strip,58
117,28722,2022 Kia Soul,Carpet,149
156,28833,2023 Buick Enclave,Hydraulics,234
117,28848,2022 Toyota Sienna,Carpet,149
132,29028,2020 Chrysler Voyager,Bumpers,99
123,28569,2020 Kia Soul,Interiors,242
134,29090,2022 Toyota Sienna,Van Hoist #1,862
160,29181,2023 Chevrolet Traverse,Tank and Exhaust,353
146,28867,2022 Toyota Sienna,Test Drive,19
141,28950,2020 Toyota Sienna,Test Drive,19
161,28697,2021 Chrysler Voyager,Interiors,242
163,28953,2021 Toyota Sienna,Alignment,86
116,28698,2021 Kia Soul,Strip,59
138,29029,2021 Kia Sorento,Wiring,199
130,28848,2022 Toyota Sienna,Carpet,149
120,28628,2020 Toyota Sienna,Hydraulics,231
128,28936,2020 Toyota Sienna,Van Hoist #5,710
117,28995,2022 Chrysler Voyager,Carpet,149
132,29083,2023 Chevrolet Traverse,Bumpers,99
130,28982,2022 Chevrolet Traverse,Interiors,242
160,29335,2022 Hyundai Palisade,Tank and Exhaust,353
116,28717,2020 Chrysler Pacifica,Strip,59
141,28954,2021 Toyota Sienna,Test Drive,19
163,29072,2023 Toyota Sienna,Alignment,86
116,28798,2022 Chevrolet Traverse,Strip,59
141,28554,2019 Toyota Sienna,Shipping Lane,18
156,29035,2023 Chevrolet Traverse,Hydraulics,231
117,29085,2023 Chevrolet Traverse,Carpet,149
139,28793,2021 Chrysler Voyager,Bumpers,100
143,29074,2019 Toyota Sienna,Interiors,242
134,28780,2022 Toyota Sienna,Van Hoist #1,847
152,28886,2023 Chevrolet Traverse,Tank and Exhaust,351
164,29077,2023 Chevrolet Traverse,Strip,59
146,29139,2023 Chevrolet Traverse,Test Drive,19
162,29209,2021 Chrysler Voyager,Test Drive,19
143,28885,2023 Chevrolet Traverse,Interiors,241
163,28726,2020 Toyota Sienna,Alignment,87
135,29276,2023 Kia Soul,Wiring,198
164,28824,2022 Toyota Sienna,Wiring,197
117,28570,2020 Kia Soul,Carpet,148
141,28663,2022 Chevrolet Traverse,Shipping Lane,18
129,28651,2022 Chevrolet Traverse,SUV Hoist #6,1029
117,28817,2021 Chrysler Voyager,Carpet,148
139,28905,2022 Chrysler Voyager,Bumpers,100
141,28394,2018 Buick Enclave,Test Drive,20
143,29045,2023 Buick Enclave,Interiors,241
156,28689,2020 Buick Enclave,Hydraulics,229
136,29115,2020 Kia Soul,Tank and Exhaust,349
163,28928,2023 Buick Enclave,Alignment,87
138,29008,2022 Kia Sorento,Wiring,197
117,28879,2022 Toyota Sienna,Carpet,148
118,28817,2021 Chrysler Voyager,Shipping Lane,18
156,28792,2020 Chrysler Voyager,Hydraulics,229
139,28918,2022 Chevrolet Traverse,Bumpers,100
143,28689,2020 Buick Enclave,Interiors,240
134,29095,2023 Toyota Sienna,Van Hoist #1,847
152,29029,2021 Kia Sorento,Tank and Exhaust,347
141,28640,2019 Toyota Sienna,Test Drive,20
143,28881,2023 Chevrolet Traverse,Interiors,239
163,28929,2023 Buick Enclave,Alignment,87
164,29195,2023 Kia Soul,Strip,59
164,29220,2023 Toyota Sienna,Strip,59
151,28797,2022 Chevrolet Traverse,Wiring,191
130,28879,2022 Toyota Sienna,Carpet,148
118,28835,2020 Chrysler Pacifica,Shipping Lane,18
156,29014,2020 Chrysler Pacifica,Hydraulics,229
117,28569,2020 Kia Soul,Carpet,147
132,29355,2020 Kia Soul,Bumpers,100
130,28980,2021 Chrysler Voyager,Interiors,239
134,29261,2021 Toyota Sienna,Van Hoist #1,846
160,28828,2022 Chevrolet Traverse,Tank and Exhaust,346
164,29224,2023 Chevrolet Traverse,Strip,59
138,28886,2023 Chevrolet Traverse,Wiring,191
141,28666,2022 Kia Sorento,Test Drive,20
161,29203,2021 Toyota Sienna,Interiors,239
163,29105,2022 Toyota Sienna,Alignment,87
164,29234,2023 Buick Enclave,Strip,59
116,28763,2022 Chevrolet Traverse,Strip,60
117,28687,2020 Toyota Sienna,Carpet,147
118,28858,2022 Chevrolet Traverse,Shipping Lane,18
156,29017,2020 Chrysler Voyager,Hydraulics,228
